"","Year","Area","Street","Street.2"
"2569",2011,"Walsall","Wolverhamptonroadoldbury",NA
"2570",2011,"Walsall","Wolverhamptonroadoldbury",NA
"2571",2011,"Walsall","Wolverhamptonroadwest",NA
"2572",2011,"Walsall","Wolverhamptonwandersfc",NA
"2573",2011,"Walsall","Woodendroadwednesfield",NA
"2574",2011,"Walsall","Woodenroadwestdarlaston",NA
"2575",2011,"Walsall","Ws1walsall",NA
"2576",2011,"Wolverhampton","Aandenewcrosshospital",NA
"2577",2011,"Wolverhampton","Alfredsquireroad",NA
"2578",2011,"Wolverhampton","Arthurstwolverhampton",NA
"2579",2011,"Wolverhampton","Asdastoreswton",NA
"2580",2011,"Wolverhampton","Asdastoreswton",NA
"2581",2011,"Wolverhampton","Badgerdriveparkvillage",NA
"2582",2011,"Wolverhampton","Bellamylane",NA
"2583",2011,"Wolverhampton","Belmontroad",NA
"2584",2011,"Wolverhampton","Belmontroad",NA
"2585",2011,"Wolverhampton","Belmontroadpennwton",NA
"2586",2011,"Wolverhampton","Berrystreet",NA
"2587",2011,"Wolverhampton","Bilstonbusstation",NA
"2588",2011,"Wolverhampton","Bilstonlabourclub",NA
"2589",2011,"Wolverhampton","Bilstonroad",NA
"2590",2011,"Wolverhampton","Bilstonroad",NA
"2591",2011,"Wolverhampton","Bilstonst",NA
"2592",2011,"Wolverhampton","Bilstonst",NA
"2593",2011,"Wolverhampton","Bilstonst",NA
"2594",2011,"Wolverhampton","Bilstonstwolverhampton",NA
"2595",2011,"Wolverhampton","Bilstonstwolverhampton",NA
"2596",2011,"Wolverhampton","Bilstonstreet",NA
"2597",2011,"Wolverhampton","Bilstonstreet",NA
"2598",2011,"Wolverhampton","Bilstonstreet",NA
"2599",2011,"Wolverhampton","Bilstonstreet",NA
"2600",2011,"Wolverhampton","Bilstonstreet",NA
"2601",2011,"Wolverhampton","Bilstonstreet",NA
"2602",2011,"Wolverhampton","Bilstonstreet",NA
"2603",2011,"Wolverhampton","Bilstonstreet",NA
"2604",2011,"Wolverhampton","Bilstonstreet",NA
"2605",2011,"Wolverhampton","Bilstonstreet",NA
"2606",2011,"Wolverhampton","Blackhalvelane",NA
"2607",2011,"Wolverhampton","Bradfordstreetwalsalll",NA
"2608",2011,"Wolverhampton","Brantleyave",NA
"2609",2011,"Wolverhampton","Brantleyavenue",NA
"2610",2011,"Wolverhampton","Broadstwolverhampton",NA
"2611",2011,"Wolverhampton","Broadstwolverhampton",NA
"2612",2011,"Wolverhampton","Broadstwolves",NA
"2613",2011,"Wolverhampton","Broadstwolves",NA
"2614",2011,"Wolverhampton","Broadstreet",NA
"2615",2011,"Wolverhampton","Broadstreet",NA
"2616",2011,"Wolverhampton","Broadstreetwolverhampton",NA
"2617",2011,"Wolverhampton","Broadstreetwolverhampton",NA
"2618",2011,"Wolverhampton","Broadstreetw'ton",NA
"2619",2011,"Wolverhampton","Bronwynclose",NA
"2620",2011,"Wolverhampton","Burlesdonwalkwolves",NA
"2621",2011,"Wolverhampton","Busstation",NA
"2622",2011,"Wolverhampton","Busstationpipersroad",NA
"2623",2011,"Wolverhampton","Busstationwolverhampton",NA
"2624",2011,"Wolverhampton","Busstationwolverhampton",NA
"2625",2011,"Wolverhampton","Campionhouseheathtownwolverhampton",NA
"2626",2011,"Wolverhampton","Cannockrdwolverhampton",NA
"2627",2011,"Wolverhampton","Carparknewcrosshospitalwolverhampton",NA
"2628",2011,"Wolverhampton","Castlestreetcitycentre",NA
"2629",2011,"Wolverhampton","Castlestreetwolverhampton",NA
"2630",2011,"Wolverhampton","Churchstreetbilston",NA
"2631",2011,"Wolverhampton","Coalwayroadwton",NA
"2632",2011,"Wolverhampton","Codsallroad",NA
"2633",2011,"Wolverhampton","Coophighstreetwednesfieldwton",NA
"2634",2011,"Wolverhampton","Daltonstwolverhampton",NA
"2635",2011,"Wolverhampton","Darlingtonst",NA
"2636",2011,"Wolverhampton","Darlingtonst",NA
"2637",2011,"Wolverhampton","Dudleyroad",NA
"2638",2011,"Wolverhampton","Dudleyroadkingswinford",NA
"2639",2011,"Wolverhampton","Dudleystreet",NA
"2640",2011,"Wolverhampton","Dudleystreetwolverhampton",NA
"2641",2011,"Wolverhampton","Dunstallroad",NA
"2642",2011,"Wolverhampton","Dunstallroadwolverhampton",NA
"2643",2011,"Wolverhampton","Edhamroadwolverhampton",NA
"2644",2011,"Wolverhampton","Exchangestreet",NA
"2645",2011,"Wolverhampton","Exchangestreetcitycentrewolverhampton",NA
"2646",2011,"Wolverhampton","Farndaleavenue",NA
"2647",2011,"Wolverhampton","Fileyrdwolverhampton",NA
"2648",2011,"Wolverhampton","Frontoffice",NA
"2649",2011,"Wolverhampton","Frontoffice",NA
"2650",2011,"Wolverhampton","Frontofficewolverhamptoncentralps",NA
"2651",2011,"Wolverhampton","Frontoffivebilstonstreetpolstn",NA
"2652",2011,"Wolverhampton","Furspublichouse",NA
"2653",2011,"Wolverhampton","Gafo",NA
"2654",2011,"Wolverhampton","Garrickstreet",NA
"2655",2011,"Wolverhampton","Garrickstreetwolverhampton",NA
"2656",2011,"Wolverhampton","Greathamptonstreet",NA
"2657",2011,"Wolverhampton","Greathamptonstreet",NA
"2658",2011,"Wolverhampton","Greenparkavenue",NA
"2659",2011,"Wolverhampton","Hadenhillchapelashwolverhampton",NA
"2660",2011,"Wolverhampton","Hartroadwednesfieldwton",NA
"2661",2011,"Wolverhampton","Highstbilston",NA
"2662",2011,"Wolverhampton","Indibarlichfieldstreet",NA
"2663",2011,"Wolverhampton","Jackhaywardway",NA
"2664",2011,"Wolverhampton","Junction10o/sVillageHotel",NA
"2665",2011,"Wolverhampton","Laurelroaddudley",NA
"2666",2011,"Wolverhampton","Leacroftavenue",NA
"2667",2011,"Wolverhampton","Leacroftavenue",NA
"2668",2011,"Wolverhampton","Lennoxgardenswton",NA
"2669",2011,"Wolverhampton","Lewishamrdwolverhampton",NA
"2670",2011,"Wolverhampton","Lichfiedlstreet",NA
"2671",2011,"Wolverhampton","Lichfieldst",NA
"2672",2011,"Wolverhampton","Lichfieldstcitycentrewolves",NA
"2673",2011,"Wolverhampton","Lichfieldstwolverhampton",NA
"2674",2011,"Wolverhampton","Lichfieldstwton",NA
"2675",2011,"Wolverhampton","Lichfieldstreet",NA
"2676",2011,"Wolverhampton","Lichfieldstreet",NA
"2677",2011,"Wolverhampton","Lichfieldstreet",NA
"2678",2011,"Wolverhampton","Lichfieldstreet",NA
"2679",2011,"Wolverhampton","Lichfieldstreet",NA
"2680",2011,"Wolverhampton","Lichfieldstreet",NA
"2681",2011,"Wolverhampton","Lichfieldstreet",NA
"2682",2011,"Wolverhampton","Lichfieldstreetprincessstreetwton",NA
"2683",2011,"Wolverhampton","Lichfieldstreetcitycentrewton",NA
"2684",2011,"Wolverhampton","Lichfieldstreetcitycentrewton",NA
"2685",2011,"Wolverhampton","Lichfieldstreetwolverhampton",NA
"2686",2011,"Wolverhampton","Lichfieldstreetw'ton",NA
"2687",2011,"Wolverhampton","Lowervilliersstreet",NA
"2688",2011,"Wolverhampton","Luntroad",NA
"2689",2011,"Wolverhampton","Marketstwolverhampton",NA
"2690",2011,"Wolverhampton","Marketstwolverhampton",NA
"2691",2011,"Wolverhampton","Marketstwolves",NA
"2692",2011,"Wolverhampton","Marketstwton",NA
"2693",2011,"Wolverhampton","Marketstreet",NA
"2694",2011,"Wolverhampton","Marketstreet",NA
"2695",2011,"Wolverhampton","Marketstreet",NA
"2696",2011,"Wolverhampton","Marketstreet",NA
"2697",2011,"Wolverhampton","Marketstreet",NA
"2698",2011,"Wolverhampton","Marketstreet",NA
"2699",2011,"Wolverhampton","Marketstreetcitycentrewton",NA
"2700",2011,"Wolverhampton","Marketstreetwolverhampton",NA
"2701",2011,"Wolverhampton","Marketstreetwolverhampton",NA
"2702",2011,"Wolverhampton","Marketstreetwolverhampton",NA
"2703",2011,"Wolverhampton","Marketstreetwolverhampton",NA
"2704",2011,"Wolverhampton","Marketstreetwolverhampton",NA
"2705",2011,"Wolverhampton","Marketstreetwolverhampton",NA
"2706",2011,"Wolverhampton","Marketstreetwolves",NA
"2707",2011,"Wolverhampton","Marketstreetwolves",NA
"2708",2011,"Wolverhampton","Marsatonroad",NA
"2709",2011,"Wolverhampton","Marstonrdwolverhampton",NA
"2710",2011,"Wolverhampton","Millcroftwolves",NA
"2711",2011,"Wolverhampton","Moseleyrdwolverhampton",NA
"2712",2011,"Wolverhampton","Moseleyroadbilston",NA
"2713",2011,"Wolverhampton","Mountpleasant",NA
"2714",2011,"Wolverhampton","Mountplesantbilston",NA
"2715",2011,"Wolverhampton","Nearyateswinebarwolvescitycentre",NA
"2716",2011,"Wolverhampton","Newcrosshospital",NA
"2717",2011,"Wolverhampton","Newcrosshospital",NA
"2718",2011,"Wolverhampton","Newcrosshospital",NA
"2719",2011,"Wolverhampton","Newcrosshospital",NA
"2720",2011,"Wolverhampton","Newcrosshospital",NA
"2721",2011,"Wolverhampton","Newcrosshospitalwolverhampton",NA
"2722",2011,"Wolverhampton","Newcrosshospitalwolverhampton",NA
"2723",2011,"Wolverhampton","Newxhospital",NA
"2724",2011,"Wolverhampton","Newxhospitalwton",NA
"2725",2011,"Wolverhampton","Newcrosshospital",NA
"2726",2011,"Wolverhampton","Norfoldroadpewnnfieldswton",NA
"2727",2011,"Wolverhampton","Northstreet",NA
"2728",2011,"Wolverhampton","Northstreet",NA
"2729",2011,"Wolverhampton","Northstreet",NA
"2730",2011,"Wolverhampton","Northstreet",NA
"2731",2011,"Wolverhampton","Northstreet",NA
"2732",2011,"Wolverhampton","Northstreettowncentrewolverhampton",NA
"2733",2011,"Wolverhampton","Northwoodparkroadwolves",NA
"2734",2011,"Wolverhampton","O/sGrapesPHMoseleyRoad",NA
"2735",2011,"Wolverhampton","O/sOceanaBilstonstreet",NA
"2736",2011,"Wolverhampton","Oustideyateswolverhampton",NA
"2737",2011,"Wolverhampton","Outsdieyates'winebarwolverhampton",NA
"2738",2011,"Wolverhampton","Outsidesubwaysandwichshopqueenssquarewolverhampton",NA
"2739",2011,"Wolverhampton","Outsidetheavondale",NA
"2740",2011,"Wolverhampton","Outsidetheindiebar",NA
"2741",2011,"Wolverhampton","Outsideyatesnorthstreetwolverhampton",NA
"2742",2011,"Wolverhampton","Owenroad",NA
"2743",2011,"Wolverhampton","Parkfieldrd",NA
"2744",2011,"Wolverhampton","Pennroad",NA
"2745",2011,"Wolverhampton","Pennroadwolves",NA
"2746",2011,"Wolverhampton","Pipersrowwolverhampton",NA
"2747",2011,"Wolverhampton","Pipersrowwolverhampton",NA
"2748",2011,"Wolverhampton","Pipersroww'ton",NA
"2749",2011,"Wolverhampton","Powellstwoolverhampton",NA
"2750",2011,"Wolverhampton","Prestwoodroad",NA
"2751",2011,"Wolverhampton","Pricessstreet",NA
"2752",2011,"Wolverhampton","Pricessstreet",NA
"2753",2011,"Wolverhampton","Princecharlespubbushbury",NA
"2754",2011,"Wolverhampton","Princessstwton",NA
"2755",2011,"Wolverhampton","Princessstreet",NA
"2756",2011,"Wolverhampton","Princessstreet",NA
"2757",2011,"Wolverhampton","Princessstreet",NA
"2758",2011,"Wolverhampton","Princessstreet",NA
"2759",2011,"Wolverhampton","Princessstreet",NA
"2760",2011,"Wolverhampton","Princessstreetwalsall",NA
"2761",2011,"Wolverhampton","Prinesst",NA
"2762",2011,"Wolverhampton","Probertroadwton",NA
"2763",2011,"Wolverhampton","Prosserstwolves",NA
"2764",2011,"Wolverhampton","Prosserstreet",NA
"2765",2011,"Wolverhampton","Prowellst",NA
"2766",2011,"Wolverhampton","Queensqwton",NA
"2767",2011,"Wolverhampton","Queensquare",NA
"2768",2011,"Wolverhampton","Queensquare",NA
"2769",2011,"Wolverhampton","Queensquare",NA
"2770",2011,"Wolverhampton","Queensquarewolverhampton",NA
"2771",2011,"Wolverhampton","Queensquarewolverhampton",NA
"2772",2011,"Wolverhampton","Queensquarewton",NA
"2773",2011,"Wolverhampton","Queensqusrecitycentrewolverhampton",NA
"2774",2011,"Wolverhampton","Queenst",NA
"2775",2011,"Wolverhampton","Queenst",NA
"2776",2011,"Wolverhampton","Queenstwolverhampton",NA
"2777",2011,"Wolverhampton","Queenstwolverhampton",NA
"2778",2011,"Wolverhampton","Queenstwolverhampton",NA
"2779",2011,"Wolverhampton","Queenst/MarketStWolverhampton",NA
"2780",2011,"Wolverhampton","Queenst/MarketStreetjunction",NA
"2781",2011,"Wolverhampton","Queenstreet",NA
"2782",2011,"Wolverhampton","Queenstreet",NA
"2783",2011,"Wolverhampton","Queenstreet",NA
"2784",2011,"Wolverhampton","Queenstreet",NA
"2785",2011,"Wolverhampton","Queenstreet",NA
"2786",2011,"Wolverhampton","Queenstreetwolverhampton",NA
"2787",2011,"Wolverhampton","Queenstreetwolverhampton",NA
"2788",2011,"Wolverhampton","Queenstreetwolverhampton",NA
"2789",2011,"Wolverhampton","Queenstreetwton",NA
"2790",2011,"Wolverhampton","Queenssquarewolverhampton",NA
"2791",2011,"Wolverhampton","Queenssquarewolverhampton",NA
"2792",2011,"Wolverhampton","Queensstreet",NA
"2793",2011,"Wolverhampton","Rearofciviccentrewolverhampton",NA
"2794",2011,"Wolverhampton","Ringroad",NA
"2795",2011,"Wolverhampton","Ringroadstgeorgeswolves",NA
"2796",2011,"Wolverhampton","Royallondonp/HWolvesCitycentre",NA
"2797",2011,"Wolverhampton","Sainsburysstgeorges",NA
"2798",2011,"Wolverhampton","Salopstwolverhampton",NA
"2799",2011,"Wolverhampton","Salopstwolves",NA
"2800",2011,"Wolverhampton","Schoolstwton",NA
"2801",2011,"Wolverhampton","Schoolstreet",NA
"2802",2011,"Wolverhampton","Schoolstreet",NA
"2803",2011,"Wolverhampton","Schoolstreetwton",NA
"2804",2011,"Wolverhampton","Schoolstreetw'ton",NA
"2805",2011,"Wolverhampton","Showellcircus",NA
"2806",2011,"Wolverhampton","Stgeorgesparadewolverhampton",NA
"2807",2011,"Wolverhampton","Stgeorgesparadewolverhampton",NA
"2808",2011,"Wolverhampton","Staffordroadwolverhampton",NA
"2809",2011,"Wolverhampton","Staffordst",NA
"2810",2011,"Wolverhampton","Staffordstwton",NA
"2811",2011,"Wolverhampton","Staffordstreet",NA
"2812",2011,"Wolverhampton","Staffordstreet",NA
"2813",2011,"Wolverhampton","Staffordstreetwolverhampton",NA
"2814",2011,"Wolverhampton","Steelparklanewton",NA
"2815",2011,"Wolverhampton","Subwayundertrafficislandatjunctionofringroadandbilstonstreet",NA
"2816",2011,"Wolverhampton","Sweetmanstreetwton",NA
"2817",2011,"Wolverhampton","Templest",NA
"2818",2011,"Wolverhampton","Tettenhallroad",NA
"2819",2011,"Wolverhampton","Tettenhallroad",NA
"2820",2011,"Wolverhampton","Thevarsitycitycentre",NA
"2821",2011,"Wolverhampton","Thornleystreet",NA
"2822",2011,"Wolverhampton","Towerstreet",NA
"2823",2011,"Wolverhampton","Trainstationwolverhampton",NA
"2824",2011,"Wolverhampton","Trysullroad",NA
"2825",2011,"Wolverhampton","Vicarageroadwton",NA
"2826",2011,"Wolverhampton","Victoriaroad",NA
"2827",2011,"Wolverhampton","Victoriaroadwfieldwton",NA
"2828",2011,"Wolverhampton","Victoriaroadwfieldwton",NA
"2829",2011,"Wolverhampton","Victoriast",NA
"2830",2011,"Wolverhampton","Victoriastreet",NA
"2831",2011,"Wolverhampton","Victoriastreet",NA
"2832",2011,"Wolverhampton","Victoriastreetwolverhampton",NA
"2833",2011,"Wolverhampton","Victoriastreetwolverhampton",NA
"2834",2011,"Wolverhampton","Victoriastreetwton",NA
"2835",2011,"Wolverhampton","Villiersavenuewolverhampton",NA
"2836",2011,"Wolverhampton","Wallacerd",NA
"2837",2011,"Wolverhampton","Wallaceroadbradley",NA
"2838",2011,"Wolverhampton","Walsallstbilston",NA
"2839",2011,"Wolverhampton","Wanderersavenueblakenhall",NA
"2840",2011,"Wolverhampton","Wanderersavenuewton",NA
"2841",2011,"Wolverhampton","Warnfordwalkmerryhillwton",NA
"2842",2011,"Wolverhampton","Warstonesdrive",NA
"2843",2011,"Wolverhampton","Waterloord",NA
"2844",2011,"Wolverhampton","Waterloordwolverhampton",NA
"2845",2011,"Wolverhampton","Wednesfieldhighstreetwolves",NA
"2846",2011,"Wolverhampton","Wellingtonroad",NA
"2847",2011,"Wolverhampton","Whiteoaksstreetwton",NA
"2848",2011,"Wolverhampton","Whitegatesdrivecoseley",NA
"2849",2011,"Wolverhampton","Willenhallroadeastparkwolverhampton",NA
"2850",2011,"Wolverhampton","Willenhallroadjtndeansroadwton",NA
"2851",2011,"Wolverhampton","Williamhillmarketstreet",NA
"2852",2011,"Wolverhampton","Wolverhamptntrainstation",NA
"2853",2011,"Wolverhampton","Wolverhamptontrainstation",NA
"2854",2011,"Wolverhampton","Wolverhamptonrailwaystation",NA
"2855",2011,"Wolverhampton","Wolverhamptonrailwaystation",NA
"2856",2011,"Wolverhampton","Wolverhamptonrailwaystation",NA
"2857",2011,"Wolverhampton","Wolverhamptonroadwednesfield",NA
"2858",2011,"Wolverhampton","Wolverhamptonroadwednesfieldwton",NA
"2859",2011,"Wolverhampton","Wolverhamptontrainstation",NA
"2860",2011,"Wolverhampton","Wolvesrailwaystation",NA
"2861",2011,"Wolverhampton","Woodendroadwednesfield",NA
"2862",2011,"Wolverhampton","Woodlandavenuetettenhallwood",NA
"2863",2011,"Wolverhampton","Woolpackalley",NA
"2864",2011,"Wolverhampton","Wordsworthavenue",NA
"2865",2011,"Wolverhampton","Wtontrainstation",NA
"2866",2011,"Wolverhampton","Wvfrontoffice",NA
"2867",2011,"Wolverhampton","Wvfo",NA
"2868",2011,"Wolverhampton","Wvfo",NA
"2869",2012,"Birmingham","Clemenceroad",NA
"2870",2012,"Birmingham","Clemenceroad",NA
"2871",2012,"Birmingham","Clemenceroad",NA
"2872",2012,"Birmingham","Clemenceroad",NA
"2873",2012,"Birmingham","Clemenceroad",NA
"2874",2012,"Birmingham","Acocksgreenpolicestation",NA
"2875",2012,"Birmingham","Albertroad",NA
"2876",2012,"Birmingham","Alcesterrdmoseley",NA
"2877",2012,"Birmingham","Alcesterroad",NA
"2878",2012,"Birmingham","Alcesterroad",NA
"2879",2012,"Birmingham","Alcesterroadmoseley",NA
"2880",2012,"Birmingham","Alcesterroadmoseley",NA
"2881",2012,"Birmingham","Alcesterroadoutsidecrossph",NA
"2882",2012,"Birmingham","Alcesterroadmoseley",NA
"2883",2012,"Birmingham","Alecesterroad",NA
"2884",2012,"Birmingham","Alumrockroad",NA
"2885",2012,"Birmingham","Alumrockroad",NA
"2886",2012,"Birmingham","Alumrockroad",NA
"2887",2012,"Birmingham","Alumrockroadalumrock",NA
"2888",2012,"Birmingham","Banfordroadwardend",NA
"2889",2012,"Birmingham","Belcherslane",NA
"2890",2012,"Birmingham","Belgravemiddleway",NA
"2891",2012,"Birmingham","Belgraviaclose",NA
"2892",2012,"Birmingham","Bennettshillcitycentre",NA
"2893",2012,"Birmingham","Berkelyroad",NA
"2894",2012,"Birmingham","Birchleyrisewagonlaneolton",NA
"2895",2012,"Birmingham","Birchtreedrive",NA
"2896",2012,"Birmingham","Birminghamnewstreet",NA
"2897",2012,"Birmingham","Birminghamroadcastlebromwich",NA
"2898",2012,"Birmingham","Birminghamroadsuttoncoldfield",NA
"2899",2012,"Birmingham","Bistolroadsellyoak",NA
"2900",2012,"Birmingham","Blakeplacebordesleygreen",NA
"2901",2012,"Birmingham","Bordesleygreen",NA
"2902",2012,"Birmingham","Bordesleygreeneast",NA
"2903",2012,"Birmingham","Bordesleygreenroadbordesleygreen",NA
"2904",2012,"Birmingham","Bordesleygreen",NA
"2905",2012,"Birmingham","Bordeslygreenbordesleygreen",NA
"2906",2012,"Birmingham","Boscomberoadtyseley",NA
"2907",2012,"Birmingham","Bournvillelane",NA
"2908",2012,"Birmingham","Bristolroad",NA
"2909",2012,"Birmingham","Bristolroadsouth",NA
"2910",2012,"Birmingham","Broadstreet",NA
"2911",2012,"Birmingham","Broadstreet",NA
"2912",2012,"Birmingham","Broadstreet",NA
"2913",2012,"Birmingham","Broadstreet",NA
"2914",2012,"Birmingham","Brookhillroad",NA
"2915",2012,"Birmingham","Brooklandsroad",NA
"2916",2012,"Birmingham","Brunswickroad",NA
"2917",2012,"Birmingham","Bullsheadmosely",NA
"2918",2012,"Birmingham","Caldwellroad",NA
"2919",2012,"Birmingham","Churchroadyardley",NA
"2920",2012,"Birmingham","Churchroadyardley",NA
"2921",2012,"Birmingham","Churchroadyewtree",NA
"2922",2012,"Birmingham","Clodeshallroad",NA
"2923",2012,"Birmingham","Coleshillroad",NA
"2924",2012,"Birmingham","Cotterillslane",NA
"2925",2012,"Birmingham","Coventryroad",NA
"2926",2012,"Birmingham","Coventryrdsheldonnrbritishlegionivyleaf",NA
"2927",2012,"Birmingham","Coventryrd",NA
"2928",2012,"Birmingham","Coventryroad",NA
"2929",2012,"Birmingham","Coventryroadsmallheath",NA
"2930",2012,"Birmingham","Cranesparkroad",NA
"2931",2012,"Birmingham","Daleend",NA
"2932",2012,"Birmingham","Drewslanewardend",NA
"2933",2012,"Birmingham","Elizabethroad",NA
"2934",2012,"Birmingham","Emilyroadacocksgreenbirmingham",NA
"2935",2012,"Birmingham","Flaxtongrovekittsgreen",NA
"2936",2012,"Birmingham","Foxtonroadwashwoodheath",NA
"2937",2012,"Birmingham","Frontoffciekingsheathpolicestation",NA
"2938",2012,"Birmingham","Frontofficestechfordpolicestation",NA
"2939",2012,"Birmingham","Gibbinsroad",NA
"2940",2012,"Birmingham","Gilsanway",NA
"2941",2012,"Birmingham","Gospelfarmroad",NA
"2942",2012,"Birmingham","Gospellaneacocksgreen",NA
"2943",2012,"Birmingham","Greenlanebordesleygreen",NA
"2944",2012,"Birmingham","Greswoldroad",NA
"2945",2012,"Birmingham","Harbourneroadharbourne",NA
"2946",2012,"Birmingham","Hazelvilleroadhallgreen",NA
"2947",2012,"Birmingham","Heartlandshospital",NA
"2948",2012,"Birmingham","Heartlandshospital",NA
"2949",2012,"Birmingham","Heartlandshospital",NA
"2950",2012,"Birmingham","Heartlandshospital",NA
"2951",2012,"Birmingham","Heathfieldroad",NA
"2952",2012,"Birmingham","Herrickroad",NA
"2953",2012,"Birmingham","Highstreet",NA
"2954",2012,"Birmingham","Highstreetkingsheath",NA
"2955",2012,"Birmingham","Highstreetsolihull",NA
"2956",2012,"Birmingham","Highfieldroad",NA
"2957",2012,"Birmingham","Highfieldroadsparkbrook",NA
"2958",2012,"Birmingham","Homeaddress",NA
"2959",2012,"Birmingham","Homerrdnearholidayinn",NA
"2960",2012,"Birmingham","Horrellroadsheldon",NA
"2961",2012,"Birmingham","Ivyhouseroadwestheath",NA
"2962",2012,"Birmingham","Jakemanroad",NA
"2963",2012,"Birmingham","Juniperclose",NA
"2964",2012,"Birmingham","Kembertonroad",NA
"2965",2012,"Birmingham","Kingsheathhighst",NA
"2966",2012,"Birmingham","Kingsnortongreen",NA
"2967",2012,"Birmingham","Ladypoolroad",NA
"2968",2012,"Birmingham","Ladypoolroad",NA
"2969",2012,"Birmingham","Ladypoolroad",NA
"2970",2012,"Birmingham","Leahallroad",NA
"2971",2012,"Birmingham","Lowersevernstreet",NA
"2972",2012,"Birmingham","Marystreet",NA
"2973",2012,"Birmingham","Marystreet",NA
"2974",2012,"Birmingham","Middleparkroad",NA
"2975",2012,"Birmingham","Milestonehouse",NA
"2976",2012,"Birmingham","Milestonehouse",NA
"2977",2012,"Birmingham","Milestonehouse",NA
"2978",2012,"Birmingham","Monyhullroad",NA
"2979",2012,"Birmingham","Moseleyroad",NA
"2980",2012,"Birmingham","Newstreetrailwaystation",NA
"2981",2012,"Birmingham","Newstreetstation",NA
"2982",2012,"Birmingham","Northlieghrdwardend",NA
"2983",2012,"Birmingham","O/SAssemblyRoomsPoplarWaySolihull",NA
"2984",2012,"Birmingham","O/SAssemblyRoomsSolihullTownCentre",NA
"2985",2012,"Birmingham","o/sChargrillChickenCoventryRoad",NA
"2986",2012,"Birmingham","Oltonboulevardeast",NA
"2987",2012,"Birmingham","Outsidefishbarhobmooreroad",NA
"2988",2012,"Birmingham","Outsideardenoakpub",NA
"2989",2012,"Birmingham","Outsidestcolombianurseryalcesterroad",NA
"2990",2012,"Birmingham","Outsidethebullshead",NA
"2991",2012,"Birmingham","Parkerstreetedgbaston",NA
"2992",2012,"Birmingham","Parklandontheheathway",NA
"2993",2012,"Birmingham","Partridgeroad",NA
"2994",2012,"Birmingham","Pershoreroad",NA
"2995",2012,"Birmingham","Plymouthroadstirchley",NA
"2996",2012,"Birmingham","Poplarroadsolihull",NA
"2997",2012,"Birmingham","Rearoad",NA
"2998",2012,"Birmingham","Regencyhotel",NA
"2999",2012,"Birmingham","Runcurnroadbalsallheath",NA
"3000",2012,"Birmingham","Schoolroad",NA
"3001",2012,"Birmingham","Sheathlane",NA
"3002",2012,"Birmingham","Sheldonheathpark",NA
"3003",2012,"Birmingham","Shirleyroadacocksgreen",NA
"3004",2012,"Birmingham","Solihulltowncentre",NA
"3005",2012,"Birmingham","Stmarysroad",NA
"3006",2012,"Birmingham","Stmarysrow",NA
"3007",2012,"Birmingham","Stmary'sRowMoseley",NA
"3008",2012,"Birmingham","Stpaulsroad",NA
"3009",2012,"Birmingham","Stpaulsroad",NA
"3010",2012,"Birmingham","Stationroadstechford",NA
"3011",2012,"Birmingham","Stationroadstechford",NA
"3012",2012,"Birmingham","Stationroadsolihul",NA
"3013",2012,"Birmingham","Stationroadsolihul",NA
"3014",2012,"Birmingham","Stationroadsolihul",NA
"3015",2012,"Birmingham","Stationroadsolihul",NA
"3016",2012,"Birmingham","Stationroadsolihul",NA
"3017",2012,"Birmingham","Stationroadsolihul",NA
"3018",2012,"Birmingham","Stechfordpolicestation",NA
"3019",2012,"Birmingham","Stechfordswimmingbaths",NA
"3020",2012,"Birmingham","Stoneylane",NA
"3021",2012,"Birmingham","Stratfordroad",NA
"3022",2012,"Birmingham","Stratfordroadsparkbrook",NA
"3023",2012,"Birmingham","Stratfordroadsparkhill",NA
"3024",2012,"Birmingham","Summerfieldroadweoleycastle",NA
"3025",2012,"Birmingham","Sunbeamway",NA
"3026",2012,"Birmingham","Swanshurstpark",NA
"3027",2012,"Birmingham","Theparadesuttoncoldfield",NA
"3028",2012,"Birmingham","Theradleys",NA
"3029",2012,"Birmingham","Tilecrossroad",NA
"3030",2012,"Birmingham","Totebettingshopalumrockroad",NA
"3031",2012,"Birmingham","Turnburryroad",NA
"3032",2012,"Birmingham","Umbersladeroadsellyoak",NA
"3033",2012,"Birmingham","Vicarageroadkinghsheath",NA
"3034",2012,"Birmingham","Victoriaroadbordesleygreen",NA
"3035",2012,"Birmingham","Wakegreenroad",NA
"3036",2012,"Birmingham","Wardendpark",NA
"3037",2012,"Birmingham","Warwichrd",NA
"3038",2012,"Birmingham","Warwickroad",NA
"3039",2012,"Birmingham","Warwickroadaccocksgreen",NA
"3040",2012,"Birmingham","Washlane",NA
"3041",2012,"Birmingham","Washwoodheathroad",NA
"3042",2012,"Birmingham","Washwoodheathroad",NA
"3043",2012,"Birmingham","Watsonroadalumrock",NA
"3044",2012,"Birmingham","Wheatcroftroadchelmesleywood",NA
"3045",2012,"Birmingham","Wheatsheafphcoventryroadsheldon",NA
"3046",2012,"Birmingham","Wheatsheafcoventryroad",NA
"3047",2012,"Birmingham","Williamhillbookmakerswashwoodheathroad",NA
"3048",2012,"Birmingham","Woodbridgerd",NA
"3049",2012,"Birmingham","Woodbridgeroad",NA
"3050",2012,"Birmingham","Acornpublichouse",NA
"3051",2012,"Birmingham","Atlanticrd",NA
"3052",2012,"Birmingham","Aylesburycrescentkingstandingb'ham",NA
"3053",2012,"Birmingham","Beggersbush",NA
